Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity
2023-07-17,1,New Zealand,Not Verified,"""under staffing to save costs""","Jetstar delayed our flight by 4+ hours both ways. This happened, on each occasion, in 3-4 30 minute increments (constantly pushing back our flight so we couldn’t choose to spend our time on other things while we waited). On each instance of delay they failed to communicate that they were delaying our flight. Often they would wait until 15 minutes after the plane was supposed to take off, Leaving us sitting in the departure terminal not knowing what to do. These corrupts idiots had the nerve to tell everyone, in well publicised media releases, to turn up 45 minutes earlier for their flights “to improve reliability and punctuality”, transferring the blame to customers. Now they make us wait 4 hours repeatedly, forcing us to wait hours in airports, missing connecting flights, missing plans we’ve made on the other end, costing no end of inconvenience. And they decide we’re the ones to blame. I’d happily pay 200 per cent more to fly with anyone other than jetstar. They are deliberately under staffing to save costs, failing to admit their faults, and disingenuously suggesting it’s customers that cause their reputation for unreliability. Insane. Don’t buy it, pay more and get more of your holiday back.",,Couple Leisure,Economy Class,Auckland,Queenstown,,July 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0
2023-07-17,1,New Zealand,Not Verified,"""incredibly frustrated and disappointed""","We were incredibly frustrated and disappointed when our flight experienced a delay of more than three hours. It seemed absolutely ludicrous considering the plans we had in Auckland, where we had important people to meet and a car to pick up before the rental company closed its doors for the day. This unforeseen delay not only threw off our schedule but also added unnecessary stress and uncertainty to our trip. We had meticulously planned our arrival time to ensure a seamless transition, but now we were left scrambling to rearrange our plans and salvage what we could from the situation. It's disheartening when a mere delay has such a significant impact on our travel plans, especially when there are time-sensitive commitments waiting at our destination.",,Couple Leisure,Economy Class,Queenstown,Auckland,,July 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0
2023-07-14,2,Australia,Trip Verified,"""Incompetent bunch""","Embarrassing to be an Aussie associated with this atrocious brand. Crew came late, pilot came late, plane landed late, luggage came out 40 mins after plane landed. Crew standing around laughing and on their phones. This is not unique but seems to be repeated as the same has happened on my last few journeys with Jetstar. Incompetent bunch with likely poor leadership and an even worse culture.",,Family Leisure,Economy Class,Melbourne,Cairns,,July 2023,1.0,3.0,1.0,3,no,1.0,,
2023-07-09,1,Australia,Not Verified,"""little information to customers""","Terrible. About 42 of my peers and I woke up at 3.30am to make it to the airport to catch a flight from Sydney to Cairns. A few minutes after gathering at the airport the flight was cancelled due to the route being given up for a route to Melbourne instead for a popular AFL game. This meant that my group had to be split up in half with half going to Brisbane and half going to Melbourne in order to connect back to Cairns. After myself and a few others flew to Brisbane, we found out that yet again our connecting flight to Cairns was cancelled and we had to wait a day after for a new flight to emerge to Cairns. This is just terrible, so disappointing from Jetstar and little information to customers about cancellations and reason for cancellation, and barely any notice.",,Family Leisure,Economy Class,Sydney,Cairns,,September 2022,1.0,1.0,1.0,1,no,1.0,,
2023-07-07,2,Australia,Trip Verified,"""I will never fly Jetstar again""","You are not allowed to bring your own food or drink onboard, and they do not serve free meals on board unless you bought one. You will not be served any free drinks other than water, the space between the seats is incredibly small, no courtesy earplugs mask or free entertainment. You have to pay if you want to watch a movie, basically you have to pay for everything another company will give you for free, as you would expect on an international flight that wasn’t even cheap! (More than 1000$ from Syd to bali and from Bali to Cairns). I will never fly Jetstar again, horrible experience.",,Solo Leisure,Economy Class,Denpasar Bali,Cairns,,July 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0
2023-07-06,2,Australia,Trip Verified,"""no idea of customer service""","Check in terrible rude and no idea of customer service. 3 hours delay to to staffing, management issues. Good to get a refreshment voucher but don't appreciate the manner of rude talking to customers.",,Couple Leisure,Economy Class,Perth,Sydney,,July 2023,2.0,2.0,1.0,2,no,2.0,1.0,1.0
2023-06-13,1,Australia,Trip Verified,"""Avoid Jetstar!""","An absolute disgrace. Less then 5 hours before the flight was due to leave, the flight was cancelled. The only other ""alternative"" flight involved an overnight stopover in Sydney. Avoid Jetstar!",,Solo Leisure,Economy Class,Melbourne,Gold Coast,,June 2023,1.0,1.0,1.0,1,no,,,
2023-06-04,1,Australia,Trip Verified,"""Never fly JetStar again""","Me and my husband are heading off from Perth to Melbourne by Jetstar. I have bought extra legroom for both of us. When we are at counter to enter, I have been asking from stewardess that i need to assist for my seat, then i said no. Suddenly she grab my boarding pass then relocated our seat separately with different seat, separate with my husband. After a little bit argument, they gave me seat side by side then I'm just take the ticket than leave for boarding and the last one who enter the plane. Without apologies from them and not return my money that i bought the extra legroom. I bought $613 for one way, such a wasted money. Never fly JetStar again.",A320,Couple Leisure,Economy Class,Perth,Melbourne,,June 2023,3.0,1.0,1.0,1,no,1.0,1.0,
2023-05-29,7,Australia,Trip Verified,"""In all pleasant experience""","Flew JQ MEL-DPS-MEL, outbound on a brand new A321Neo, no dramas and the plane flies very quietly. Return on 787 delayed by 1 hour but notified via email, Boeing 787 is showing its age but still a quiet aircraft and loved flying with this bird. In all pleasant experience nothing much to ask for on a 5 hour flight.",A321Neo / Boeing 787-8,Couple Leisure,Economy Class,Melbourne,Denpasar,,May 2023,3.0,4.0,4.0,4,yes,,4.0,
2023-05-29,2,Australia,Trip Verified,"""could have caused serious injury""",I had a case dropped onto my head from the overhead baggage compartment by a steward. I bit my tongue and got swelling on my head. Very apologetic and I was offered a drink of water and an icepack however no follow up. I am a senior citizen and this could have caused serious injury.,,Solo Leisure,Economy Class,Townsville,Sydney,,May 2023,1.0,1.0,1.0,1,no,3.0,,
2023-05-23,1,Australia,Not Verified,"""Horrible experience with Jetstar""",Horrible experience with Jetstar airways. I was in a previous flight from Saporro to Narita which arrive at 19:10. Had to run to pick up my luggage which was slow to come out and transfer on their airport shuttle to a different terminal. I arrived 10mins late despite rushing from my last flight and the check in counter people would not let me through. The flight was meant to depart at 20:50 and I had arrived at 20:00. I said I had 50mins left but that did not matter. This has affected my 2 flights from Narita to Gold Coast and Gold Coast to Sydney. The late fee was stated to be about $1200 plus. How ridiculous is that! And unreasonable. I refuse to take this airline again. I booked with another airline at $528 (which is half the processing fee of Jetstar!),,Solo Leisure,Economy Class,Tokyo Narita,Sydney,,May 2023,1.0,,1.0,1,no,,,
