Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
cebu-pacific,850234,2023-04-29,1,United Kingdom,Trip Verified,"""the worst airline I’ve used""","I’ve been travelling for months and this is the worst airline I’ve used. The two flights I had with them were both over an hour late. My flight was cancelled hours before departure with no explanation. I then had to spend 5 hours at the airport while they processed everyone. I was told the earliest rebooking was for the next day. I was offered no compensation or good-will gesture for the fact that I was losing money from my hotel reservation at my destination (and possibly losing my booking since I would be put down as a no-show). I didn’t have a Philippines SIM card because I wasn’t supposed to be there so I couldn’t talk to the hotel (who only have a phone number available for contact). We were all transported to a hotel but given no instructions whatsoever. I had to call down several times just to find out when food would be served, and when the bus would pick us up to take us to the airport the next day. Unless you asked, no information was given to you. I talked to several customer service reps and they were all incredibly useless. It almost felt like they were purposely being incompetent to avoid giving any compensation. This is the worst airline I’ve ever flown with and I wish nothing but the worst for them! The flight the next day was about an hour late to take off. And no food was provided on a 9 hour flight unless you paid. I’ve been on 1 hour flights with budget airlines that have provided food.",Solo Leisure,Economy Class,Bali,Dubai,Manila,April 2023,1.0,1.0,1.0,1,no,,,,
cebu-pacific,849816,2023-04-26,1,Australia,Trip Verified,"""never again with Cebu""","8 hour flight, definitely not cheap and they don't even provide water or snacks! Incredible! Seating is not reclining, very uncomfortable! It was freezing, I asked for a blanket and the hostess said I had to pay for that but they were out of stock! Really? It's already ridiculous that I should have paid for a blanket, but even more so that there weren't enough blankets for everyone! Also, no wifi and no screens (not even a big one, we didn't have any info about the flight, like position, ETA) Worst flight of my life, never again with Cebu!",Couple Leisure,Economy Class,Manila,Sydney,,April 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,849227,2023-04-22,1,Australia,Trip Verified,"""Will never use Cebu Pacific""","Manila to Sydney. To start, to enter the gate you have to go through Cebu’s own security. That’s after you’ve already been through security of the airport. Then you’ll have to empty your water bottles that you purchased at the shops within the airport. There are no toilets or water facilities inside their gate. Our flight was one hour late at the gate and there were no announcements to advice why the plane was late. The. Once boarded we waited about 1.5 hours with changing messages as to why our flight was late to depart. The seats are horrible. There cushioning has a crease in the middle meaning you cannot sit in the chair longer than an hour At the end of the day, you get what you pay for, so do I really have the right to complain? Yes I do. There’s just to many areas to highlight. Will never use Cebu Pacific for a long haul international again.",Family Leisure,Economy Class,Manila,Syndey,,April 2023,1.0,3.0,2.0,3,no,2.0,1.0,1.0,
cebu-pacific,849141,2023-04-22,1,Philippines,Trip Verified,"""avoid this airline""",The most awful experience. The flight supposed to be at 12.05 but they rescheduled it for 14.15 We arrived to the airport at 11.20 fall in queue for another 25 minutes and how surprised we were when an operator said check in is over (only one operator was working out of 7). One operator said check in was closed at 11:40. Another one said at 11:00 ( means 3 hours before flight)? So they delayed flight for two hours and this information you can see online but you must come 4 hours before flight? Doesn’t make any sense. Conclusion: avoid this airline. Save your time and money.,Couple Leisure,Economy Class,Boracay,Clark,,April 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,848158,2023-04-18,1,Philippines,Not Verified,"""Choose another airline""","Worst. Cebu Pacific send me a message that my flight time is changed from 1805 to 21:50 April 18 2023. No option but to accept. This happens not once but several times this year. Unfair to the passenger. When a passenger change the flight, a back charge almost same ticket price will be applied. When the Cebu Pacific chance the flight the passenger will bear the consequences. I highly recommend not to fly with Cebu Pacific. Choose another airline.",Solo Leisure,Economy Class,Manila,Davao,,April 2023,,,1.0,1,no,,,,
cebu-pacific,848569,2023-04-17,1,United States,Trip Verified,"""told that I must pay again""","I have not booked a flight with Cebu Pacific in over ten years, since I was denied boarding in Dumaguete City. At that time, the company could not comprehend credit card payments. Then, in April 2023, I decided to give them another try. After waiting in a chaotic line for over an hour, I was told that I must pay again at the counter for my fare to Manila. I presented my payment receipt and itinerary to the counter agent who informed me that he was unable to verify my credit card payment. I then showed my credit card statement with the charge highlighted. He demanded cash payment again.",Solo Leisure,Economy Class,Tacloban,Manila,,April 2023,1.0,3.0,1.0,1,no,,,,A320
cebu-pacific,847349,2023-04-15,1,Canada,Trip Verified,"""Worst airline ever""","Worst airline ever!  We had a flight at 6:10am (Apr 15th) but were able to change it at 5:00am around 11:00pm (Apr 14th) the night before. We left our hotel on time, tried to check in through the kiosk and it wasn’t accepting our itinerary # so we tried to check in through the counter and staff said we were too late! Like what?! How does that make any sense?! Even though the airport is small and security/check in takes like 5 minutes - with the gates right there, apparently we were too late. Why give us the option to change our flight time on YOUR website and then not able to accommodate to us? We were told that we had no other option but to rebook another flight which cost 19,000 pesos in cash because they said they didn’t accept card. We didn’t have that much cash on us but luckily our friends who were with us lend us some.  I had asked if they were able to reimburse if not all, some of that money back, considering we paid lots & lots of $$$ and all they said was “no, sorry.”",Family Leisure,Economy Class,Cebu,Manila,,April 2023,1.0,1.0,1.0,1,no,,,,
cebu-pacific,847033,2023-04-13,1,Czech Republic,Trip Verified,"""Absolutely terrible airline""","Absolutely terrible airline. Almost non functional website, rude staff, flight time was changed 20 minutes before supposed start. Avoid at any cost, just fly with Philippine Airlines.",Solo Leisure,Economy Class,Ho chi minh,Manila,,April 2023,1.0,1.0,1.0,2,no,1.0,1.0,1.0,
cebu-pacific,844114,2023-03-30,1,Japan,Trip Verified,"""Not dependable""","Cancelled twice when the flight date is near, the last one few hours before scheduled departure, without explanation. 1 hour delayed. Not dependable.",Solo Leisure,Economy Class,Manila,Osaka,,March 2023,1.0,1.0,1.0,3,no,,1.0,1.0,
cebu-pacific,841845,2023-03-21,1,Canada,Trip Verified,"""worst company I traveled with""","This is the worst company I traveled with on my world tour. Staff, comfort, organisation, late. Nothing good to say. Very disappointed. I tried twice, won’t had a third.",Solo Leisure,Economy Class,Coron,Manila,,March 2023,1.0,1.0,1.0,1,no,,,1.0,
cebu-pacific,840433,2023-03-14,1,Philippines,Not Verified,"""never fly Cebu Pacific again""",Cebu Pacific changed my flight time from early morning to the evening 2 days before the actual flight. Pretty much screwed our vacation. I will never fly Cebu Pacific again. Save yourselves a headache and find other carriers.,Couple Leisure,Economy Class,Manila,Davao,,March 2023,1.0,2.0,2.0,1,no,,,,A321
cebu-pacific,839906,2023-03-12,1,Italy,Not Verified,"""worst experience of my life""","Really the worst experience of my life. Both of the flights in delay for almost 1 hour, on board no amenities as such water. Everything must be paid. On the second flight (9 hours) not one time the hostess pass with water or something. You must book the food before depart otherwise is never included in the ticket also for the long flights. Seats are poor standard, uncomfortable and no recline. No any entertainment system on board, it looks like came back to 1970s. I will never flight anymore with this company.",Business,Economy Class,Jakarta,Dubai,Manila,March 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
