Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Aircraft,Wifi & Connectivity
2013-06-10,4,Australia,,Scoot customer review,"We just got back from 4 weeks away in Asia. We took Scoot to Singapore for around $AUD200 (each) including 15kg each and a meal. There is nothing flash about this airline but the room between rows was acceptable! The staff were efficient and the food was OK. We bought ""FlyBagEat"" however you have to add on the cost of a seat to this fare how are you going to fly without a seat? The ""convenience fee"" of a $10 was added (apparently for credit card)! All in all we had no complaints about the trip over. We also booked a trip back but as this leaves at 2.10am we decided to buy a super seat for about an extra $40 each. This turned out to be worth every cent - we booked a seat in aisle 21 just behind business class and had the bulkhead in front. My husband could stretch his legs and we didn't have anyone in front so didn't have to worry about anyone wanting to recline their seat. On the way back we arrived at 5pm at Changi with luggage for a flight leaving at 2am. It cost us $5 each for the early check-in and you have to pay in cash. One good value deal was access to the SATS lounge for $S39 each. This allows you to use the lounge for 4 hours (consecutive use). This was a wonderful oasis for us. Also you get priority boarding which is a real asset at 2am in the morning! I thought the breakfast was revolting (fried mushrooms a sausage of sorts a triangle of some egg dish (omelette perhaps) and a soggy hash brown. You have to remember these dishes have been kept warm for the last 6 hours or so. One redeeming feature was some fresh fruit and a drink of orange juice. We would definitely fly Scoot again especially now we know some of the lurks!",,Economy Class,,,,,4.0,4.0,3.0,0.0,,5,yes,,
2013-06-02,5,Australia,,Scoot customer review,Sydney to Singapore return. Outward leg May 3 return May 26. ScootBiz is a 100% premium over the economy cabin and it just isn't worth it. Is more legroom more incline and free meal worth double? Is priority check in a bonus when your bags are the last to be unloaded at the other end? Scoot will have to increase its 'biz' offer substantially or lower the premium (substantially) to have me flying it again.,,,,,,,4.0,3.0,2.0,2.0,,1,no,,
2013-05-31,3,Thailand,,Scoot customer review,BKK-SIN out April 28th return May 31st. Very disappointing in most ways. Poor food selection poor rambling hard to understand communication inexperienced and abrupt service from a small but significant number of the flight and ground crew. It sets out to be cool and trendy and ends up feeling shabby. Poor staff training and on the ground service levels are simply too poor to match the ideals.,,Economy Class,,,,,1.0,0.0,1.0,1.0,,2,no,,
2013-05-27,5,Australia,,Scoot customer review,Depending on whether the flight is full or not your experience on Scoot will change dramatically. On a full flight you will experience the worst most uncomfortable seat in an aircraft. When the passenger in front of you decides to sleep and put their seat down low its back will be directly in front of your face. Thin seats extremely narrow not recommended for medium-long hauls.,,Economy Class,,,,,1.0,4.0,3.0,0.0,,3,no,,
2013-05-20,8,Singapore,,Scoot customer review,Scootbiz from Singapore to Shenyang China. Departure 20 mins late they served us food around 2.15am. If you couldn't eat at that time they could store your food for you and serve it to you as breakfast before arriving in Shenyang. The one hour transit in Qingdao was a tiring process - you are expected to bring along all your hand carry luggage with you. You have to clear all immigration in Qingdao. On our return flight Scoot was on time and even arrived 30 min earlier in Singapore. Seat was quite wide and rather comfy. No food served from Shenyang to Qingdao. Luckily we had brought enough of our own food. Both iPads and blankets could be rented and bought. We brought along our own iPads and downloaded their system before the flight. Overall though initially we have had a nightmarish experience of trying to change our destination from Shenyang to Tokyo everything about the Scootbiz experience was surprisingly nice for a budget airline.,,,,,,,4.0,4.0,4.0,3.0,,5,yes,,
2013-05-19,9,Thailand,,Scoot customer review,Flew BKK-SIN-BKK. Simply the best low-cost experience I've had. The flight was simply perfect from very clear online sales (unlike Air Asia and other airlines with unclear pricing and everything piles on at the end). Using a wide body is not an issue but the seats and the seat pitch was very generous more than legacy carriers - The seat pitch was incredible. Crew very young but professional. Good selection of food and drinks on board. Hoping they'll add frequencies to Bangkok as they currently have only 1. Recommending them for sure.,,Economy Class,,,,,5.0,5.0,4.0,0.0,,5,yes,,
2013-05-16,8,Singapore,,Scoot customer review,In terms of airline value for money for an 8 hour flight from Sydney to Singapore ScootBiz is about the best there is. It was certainly well worth the $139 surcharge (which I paid on check-in when offered the option) on top of the extremely low economy fare. The cabin was spacious and uncrowded and the seats comfortable with plenty of legroom and a fully adequate recline. The food and wine was very simple but perfectly acceptable. Food and drink over and above the initial meal has to be paid for separately but prices are reasonable. Service was good. The flight was on time. Well recommended.,,,,,,,4.0,4.0,3.0,3.0,,5,yes,,
2013-05-12,2,Australia,,Scoot customer review,"5 hours delay due to ""unknown engineering problem"" no notification in advance and during the whole 5 hours Scoot representatives repeat helplessly we do not know when and if the flight will resume we'll notify you when we know. No vouchers or any compensation was offered. Terrible service even for a budget flight. It was first and last time for me to travel with budget airline.",,Economy Class,,,,,3.0,1.0,1.0,0.0,,2,no,,
2013-05-08,8,United Kingdom,,Scoot customer review,"SYD-SIN in ScootBiz. Booked Economy class but added all extras as Scoot were offering a possibility of being upgraded. This did not happen but I was able to pay for an upgrade at the airport for a very reasonable price. Check in looked chaotic but I was checked in at the sales desk after I was upgraded. Flight itself was delayed slightly at Sydney (20 mins) but on-board the crew were very genuine and friendly and the seat was very comfortable although there were a few issues of lights going on and off. The way some people choose to sit seems to activate the lights which isn't really the passengers fault. The food was not particularly satisfying and because I don't have a tablet device I couldn't take advantage of the free ""ScootTV"". Upon arrival in Singapore I was getting slightly anxious about my connection because added to the delay was a ground delay of around 45 minutes waiting for a ground power unit after the original one (so the Captain explained) was faulty. Loved Scoot and loved the value of ScootBiz.",,,,,,,4.0,4.0,3.0,3.0,,5,yes,,
2013-05-07,10,Australia,,Scoot customer review,Flew ScootBiz Sydney-Singapore-Taipei-Tokyo-Singapore-Sydney. 6 flights in total. All on time and even arriving early in most cases. Great onboard service and Scootbiz is a fantastic premium (not Business) product. We have also flown Economy with Scoot before and we cannot speak highly enough of the benefits of this new low cost airline.,,Premium Economy,,,,,4.0,5.0,3.0,4.0,,5,yes,,
2013-05-07,8,Australia,,Scoot customer review,Last Sunday morning we went to Gold Coast Airport bound for Singapore. On arrival we were greeted by a cheerful woman behind a separate Biz Counter who processed our details within a couple of minutes. When boarding was called the usual crowd surged to the front. As advertised there was a special entry aisle for Scoot Biz Class but it was hard to see because of the crowd. We were actually first on board and our seats were as planned. As soon as we sat down we were served with cold water with a friendly greeting. A lot has been said about the Biz Class seats and some of it sadly is true but travellers must remember the fare is about a quarter of what other Australian airlines charge and half of that charged by rival Air Asia. They don't leave a lot of elbow room and don't recline to the floor but they are on the whole fairly comfortable for the money we paid. The food was nothing special it was tasty.,,,,,,,3.0,4.0,3.0,4.0,,4,yes,,
