Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
2023-08-20,1,Australia,Not Verified,"""told that all 3 of us were overweight""","Me and my family bought tickets from Melbourne to Kuala Lumpur together with 20kg baggage for all 3 of us. I paid the tickets and the 20kg for each of us and got the email confirmation. Just after i realise that 20kg won't be enough since we have 2 check in baggage for each of us, I  purchased another 25kg for each of us. In total I purchased 45kg for each of us. To my surprise at the airport when i did my check in, i was told that all 3 of us were overweight, I had 43kg, my wife had 43.8kg and my son had 44kg. I showed the attendant at the check in counter my 2 receipts (20kg + 25kg). She said their system is showing that i have only 25kg for each of us. I explained to her that i did 2 transactions and i showed her my receipts. The explanation she gave me is that the second transaction was only for an additional 5kg even if i bought for 25kg and this is how their system works.  She charged me an additional AUD 300. Since I didn't want to miss the flight, i didn't have other options to pay but under dispute.",Family Leisure,Economy Class,Melbourne,Kuala Lumpur,,July 2023,1.0,3.0,1.0,1,no,,,,
2023-08-08,2,Australia,Trip Verified,"""poor staffing in the terminals""","Not for the first time have I had issues with poor staffing in the terminals, especially at Kuala Lumpur. On the way to Bangkok I was sent to the wrong gate by their concierge. Only to experience a last minute gate change which left me having to run a few kilometers or miss the flight. The worst was to come with the return to Perth flight. Having caught the Bangkok to Kuala Lumpur leg of the connecting flight I arrived at Kuala Lumpur airport with approximately 2 hrs and 15 minutes to spare. Within the Kuala Lumpur baggage claim my baggage was lost/held up and was the last to go down the carousel with one package missing. Going to lost and oversized baggage claim area the officer had to trace where my luggage was which took a very long time. That said I rushed to the AirAsia departure area and asked the customer support which line I must join for baggage drop as they have no visual clues except alphanumerical clues. I was advised to join a the W line, after 15 minutes of waiting an officer asked me where I am going to which I replied “Perth, Australia”. He informed that I should be in the Y line. I rushed around to the Y line, with yet another group of travellers processing massive packages, that done I get to drop my bags to be told the baggage checkin has just closed. I can not catch the connecting flight. When I asked who I may speak to in this regard I was told an officer would be present in about 3 hours. I waited for the officer and presented my case about the luggage being held up, being sent to the wrong drop off point and missing the flight. I was told it was my fault for catching those flights and that I would have to pay more for myself and my luggage for the next flight. I explained that this was an AirAsia to AirAsia connection sold by Trip.com",Solo Leisure,Economy Class,Bangkok,Perth,Kuala Lumpur,August 2023,1.0,1.0,1.0,1,no,,,,
2023-08-07,1,Singapore,Trip Verified,"""shocked with such rude response""","Poorest ever land staff service at Singapore Changi airport terminal 4. I was facing difficulty to cross the custom by using Air Asia the boarding pass and the officer asked me to get land staff counter to verify my information and reprint my boarding pass. I asked the staff to reprint for me and and staff showed her unfriendly face and told me my flight got retimed from 2210 to 2230 without reprint my boarding pass. She asked me to quickly return to cross the immigration. I asked her to reprint and she questions with high tone and said: Do you want me to cancel your flight? I was like so shocked with such rude response from her at that time. This sounds like threatening me. Without further delays, immediately I go back to immigration and still cannot cross through due to boarding pass scan error. I asked the officer to manual assist me to crossing. Finally just in time for boarding.",Solo Leisure,Economy Class,Singapore,Penang,,August 2023,1.0,1.0,1.0,1,no,,,,
2023-07-28,1,Vietnam,Trip Verified,"""Can someone buy Air Asia a Timepiece""","Can someone buy Air Asia a Timepiece? SGN to KUL late 22/7. KUL to Pen late 24/7. Pen to KUL late reschedule. KUL to SGN late. AK526 was late for my hospital appt, 55mins reschedule. I arrived back exhausted. I nearly missed my last train, had to run. The worst part of this, they don't care how this impacts on people’s lives. One particular customer facing person at Penang was rude. Luckily the Cabin Staff far more helpful.",Solo Leisure,Economy Class,Penang,Kuala Lumpur,,July 2023,2.0,4.0,1.0,2,no,,,,A320
2023-07-28,1,United States,Trip Verified,"""misinterpreted visa rules""","Arrived at Gate and staff did not allow me to board simply because my passport's middle name has a dash while my Vietnam evisa does not. Told them it was very normal that you don't/can't use dash in online forms. Gate staff told me they've seen these cases many times and passengers always get denied entry, contrary to my personal experiences. So we missed the flight. It was only after boarding closed did they send me to Service Counter. Service Counter staff was superb. She simply asked Hanoi station if the evisa is valid and got a YES within 10 minutes but that good news was too late for me. Hotel rooms are non-refundable. I asked why couldn't the gate staff ask Hanoi station and the shocking answer was because ""they did not have the right WhatsApp group chat"". Next staff tried to get me a refund but it was rejected. The closest category was ""incomplete documentation"" - implying it's my fault. This is clearly the airline's fault. The Gate Staff misinterpreted visa rules and did not bother to ask proper authorities.",Family Leisure,Economy Class,Kuala Lumpur,Hanoi,,July 2023,,,1.0,1,no,,,,A320
2023-07-23,1,New Zealand,Trip Verified,"""carry on bag was over weight""",I recently flew from Cebu to gold coast and I had to throw away a large amount of my carry on bag because it was over weight. My concern is not that I had to discard this stuff it's that the staff wouldn't let me do this and demanded I paid the extra at the gate. I watched them do this with a lot of people. I also watched them weigh guys laptop bags including mine but not ladies handbags. And by the time I threw away what I could I was still 800 grams over weight and they were fighting me on this till the end. When I asked to check the scales calibration they were reluctant and then let me go.,Solo Leisure,Economy Class,Cebu,Gold coast,Kuala Lumpur,July 2023,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
2023-07-21,10,Australia,Trip Verified,"""very helpful and friendly staff""","We had visa problems with Vietnam entry visa. The Air Asia staff , particularly Naruemon were extremely helpful in resolving the visa issue. This included making phone calls to Vietnam and assisting us with a new visa application online. Thank you very much for very helpful and friendly staff at Don Mueang airport.",Couple Leisure,Economy Class,Bangkok,DaNang,,July 2023,4.0,5.0,5.0,4,yes,,,,
2023-07-21,1,Thailand,Not Verified,"""aircraft is only economy seating""","I purchased a Premium Economy seat and paid for a lie flat bed. Despite attempting to confirm my seats many times prior to departure, when checking in I was told that there are no lie flat beds on this flight. In fact the aircraft is only economy seating. I tried numerous times over a period of one week to contact their staff for a refund. Their chat bot is totally useless so I left messages, tried calling their overseas offices and always received just a voice message to leave a short message with email or phone number. Nothing! It's obvious that they cannot afford proper customer support service or are simply not interested and don't care. I have just checked online again for the same flights in September and they offer economy seats at $327 USD or premium economy at $853 USD. This airline has only one objective, take your money and if you have a problem don't contact us.",Business,Economy Class,Bangkok,Sydney,,May 2023,1.0,1.0,1.0,1,no,,,,A330
2023-07-16,5,Hong Kong,Trip Verified,"""gets you from A to B""","Low cost airline (or more like mid-cost in a post-COVID world) so expectations should be set accordingly but gets you from A to B. Mid-age aircraft, narrow seats and pitch, basic food available for purchase, and minimal service. Premium Flex is a waste of money as no check-in or boarding line-up or luggage priority as promised. Ticket changes or cancellation are painful.",Family Leisure,Economy Class,Kota Kinabalu,Hong Kong,,July 2023,1.0,2.0,3.0,4,no,1.0,1.0,1.0,
2023-07-12,1,United Kingdom,Trip Verified,"""wanted to charge 58USD per bag""","I tried to book directly with AirAsia and there was no way to add hold baggage online on my route Siem Reap via KUL - Sandakan, Borneo. So I booked expecting to be able to add it at the end. Then they wanted to charge 58USD per bag for a 2 hour flight. Then I tried to look up my booking on my AirAisa login and it said I do not have any booking! Then It took a awhile to find the ""other airlines"" bookings. They claim its booked with ""another airline"" not Air Asia. I tried to cancel the booking and their is no way to cancel. There is no email address, no contact number, no chat box. There is an autorobot called Bo, which gives multiple excuses as to why it cannot help you. First it says it timed out, then it said the flight is not with Air Asia but ""another airline"" and they have to check the rules of the other airline then it doesnt get back to you. At the airport, they restricted the baggage to 15kgs instead of 20kgs online and proceeded to charge an extortionate fee for each extra kilo. Then when we checked in they booked all of us including two children aged 9 in different seats all over the plane.",Family Leisure,Economy Class,Siem Reap,Sandakan,Kuala Lumpur,July 2023,1.0,5.0,1.0,1,no,3.0,,,A320
