Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,Aircraft
indigo-airlines,864071,2023-07-20,8,India,Not Verified,"""crew were very kind and generous""","It was my first flight, so I was very excited for it. And I have to say that it didn't disappoint me at all. The crew were very kind and generous. Air vents were also well placed and the ambience was also good. It is very affordable. The members explained us the rules properly.  One of the best and affordable airline company in India.",Family Leisure,Economy Class,Hyderabad,Guwahati,Kolkata,July 2023,4.0,4.0,,4.0,4,yes,,,
indigo-airlines,863672,2023-07-18,10,India,Trip Verified,"""Hats off to her presence of mind""","I was travelling on IdiGo Flight number 6E2643 from Delhi to Pune. When the Plane taxied, I started feeling uneasiness as I am a diabetic patient. Since the flight was about to take off, I informed my acute discomfort to Flight Cabin Crew Ms. Saroj (in turn she reported to lead Flight Cabin Crew Ms. Roshani who immediately handed me over 2 pouches of Sugar & a pack of Hide & Seek biscuits. I consumed it immediately as the flight took off. By the time, we achieved the flight Service altitude, Ms. Roshani again checked with me on my comfort & also offered further help by providing the breakfast which was not ordered at the time of ticket booking.  What a helping hand by Ms. Roshani, Hats off to her presence of mind & promptness of the service offered. On landing at Pune, Ms. Roshani ensured that I am absolutely on my own & wished me a great stay at Pune. In short, Ms. Roshani & IndiGo Team saved me & a ""would-be"" inconvenience to co-passengers by extending the swift helping hand to me & ensured that I am safe & healthy.  Rest assured on my being an IndiGo fan for rest of my life.",Business,Economy Class,Delhi,Pune,,July 2023,5.0,5.0,5.0,4.0,5,yes,,,
indigo-airlines,861867,2023-07-08,2,India,Trip Verified,"""cannot provide me wheelchair""","I had requested for a wheelchair. In Mumbai, the ground crew told me my name was not in the list and they cannot provide me wheelchair. The inflight food was inadequate, a bun was given, but without butter. When asked, the hostess told we don't provide butter.  Though there was plenty of time to descend and the seat belt sign was turned off, the crew would not allow usage of the restroom.",Couple Leisure,Economy Class,Istanbul,Mumbai,,June 2023,1.0,1.0,1.0,1.0,2,no,,,
indigo-airlines,861599,2023-07-06,3,India,Not Verified,"""airline used to be good""","This airline used to be good. However, they have degrading in most of the aspects. Customer experience has taken a nose dive. Recently, I have booked flight from Bangalore to Chandigarh. That got cancelled. Post that I booked a flight to Delhi and have made alternate arrangements to reach Chandigarh. But alas! They rescheduled it again by another hour. This resulted in the snowball effect and my plan which was already impacted due to earlier cancellation. Got impacted again. When I tried to explain this to staff on ground, they could not care less. Such a sad turn of events for an airline which was most trusted.",Solo Leisure,Economy Class,Bangalore,Delhi,,July 2023,3.0,2.0,2.0,1.0,2,no,1.0,1.0,
indigo-airlines,861395,2023-07-05,1,United States,Trip Verified,"""had the most frustrating experience""","I had the most frustrating experience with IndiGo recently, I was flying from Vadodara to Mumbai, and later in the evening connecting on an international flight to the US. While I was aware that I was allowed only one bag, when I checked in with two bags, the counter staff calculated additional charges for Rs. 12,000! Please note that this is more than the charge for a round-trip ticket between Vadodara and Mumbai! I urged the staff, including the manager on duty, to reconsider as this made no sense, I even offered to buy them a round-trip ticket just to drop my extra bag off in Mumbai and return to Vadodara! While the ground staff was very courteous, I believe the airline's pricing strategy is blatantly skewed towards fleecing international travelers. On one hand IndiGo makes history by placing the single largest order of aircrafts at the Paris Air Show (which as a person of Indian origin, I am proud of), and, literally a week later I get to experience first hand how they plan to make money by fleecing the Indian diaspora on extra baggage fees!",Business,Economy Class,Vadodara,Mumbai,,June 2023,2.0,3.0,2.0,2.0,1,no,,,
indigo-airlines,860095,2023-06-28,1,Bangladesh,Trip Verified,"""closed the gate 5 minutes before our arrival""",We had a flight on 6:15 pm today from Dhaka to Chennai. We took boarding at 3pm and waited in the lounge. We were 5 persons waiting. But somehow forgot to check the timings. We reached at the gate at 6pm. It was still at the boarding gate  but indigo refused to take us as they have closed the gate 5 minutes before our arrival. They could have easily take us because they left the boarding bridge 15 minutes after we have arrived.,Family Leisure,Economy Class,Dhaka,Chennai,,June 2023,,,,1.0,1,no,,,
indigo-airlines,859874,2023-06-27,8,Oman,Not Verified,"""comparatively better than others""","Indigo is comparatively better than any other airline I've ever travelled in India. Usually in Indian aircraft that travel to and from the Middle East, the flight attendants' service is quite bad. Here, though Indigo is a budget airline, the service is similar to that of a premium airline. The only thing they can improve is that, usually in Middle Eastern flights which travel to Kerala, they give announcements in Arabic, English and Malayalam but in Indigo and other Indian aircrafts, they give the announcement in English and Hindi. I feel that in an aircraft flying to Kerala, announcements in Hindi are useless since none of us Malayalee know proper Hindi. We can just understand it from here and there.",Family Leisure,Economy Class,Muscat,Kochi,,June 2023,4.0,5.0,5.0,4.0,3,yes,,,A320 neo
indigo-airlines,858246,2023-06-17,1,India,Trip Verified,"""like a road way bus""",IndiGo airlines are just like a road way bus. One can say like a khatara bus. So much of noise while take off. No smooth flying like Vistara. Seats are not comfortable. Very poor services. Very bad attitude of its staff. They are charging for everything but not giving anything to its customers. Ridiculous airlines.,Family Leisure,Economy Class,Jaipur,Mumbai,,June 2023,1.0,3.0,3.0,1.0,1,no,1.0,,
indigo-airlines,856752,2023-06-09,1,India,Trip Verified,"""I missed my flight""","I was at the bag drop, they verified everything and then ask to go to a different counter, this happened for an hour and I missed my flight. They didn't compensate me for this and I had to buy a ticket at a higher price. The staff were not helping in any way",Solo Leisure,Economy Class,Delhi,Indore,,June 2023,2.0,2.0,,1.0,1,no,,,
indigo-airlines,852050,2023-05-10,1,United Arab Emirates,Trip Verified,"""no comfortable seating""","Flight was punctual. But no comfortable seating, the crew do not care about the passengers at all. I did not book food. The crew did not ask passengers whether they need food or not. Alcohol they gave to many people for a price.",Solo Leisure,Economy Class,Abu Dhabi,Kochi,,November 2022,1.0,1.0,1.0,3.0,1,no,,,
indigo-airlines,851555,2023-05-07,3,India,Trip Verified,"""wheelchair assistance was in waiting list""","My sister, niece and mother were traveling by Indigo flight. I had booked wheelchair assistance and it was mentioned that the wheelchair assistance was in waiting list. When they reached the airport it was mentioned no wheel chair assistance would be provided. They reached the airport close to 3 hrs in advance. The front desk did not even help with other paid assistance wheelchairs. They simply ignored my sister's requests. Departure was at gate 85, later it was changed to Gate 35 at last minute Again my mother had to walk such long distance without any assistance from the airline crew. At least the crew could have guided the family to a paid wheel chair assistance at Mumbai airport.",Family Leisure,Economy Class,Mumbai,Mangalore,,May 2023,1.0,,,1.0,1,no,,,
indigo-airlines,850032,2023-04-28,4,United Arab Emirates,Trip Verified,"""Very frustrated""","My 77-year-old father was flying Indigo from Abu Dhabi to Kochi, 6E 1404. It was delayed by more than 1.5 hours last night and as scheduled, it was due to depart from Abu Dhabi Terminal 1. After arriving at the airport, we then found out that check-in was moved to T3 and boarding was back at T1. My father faced a lot of inconvenience in lost time and stress due to which he couldn't use the lounge prior to departure. Very frustrated with Indigo Airlines.",Solo Leisure,Economy Class,Abu Dhabi,Kochi,,April 2023,2.0,2.0,,2.0,4,no,,,A320
indigo-airlines,849530,2023-04-24,5,United Kingdom,Not Verified,"""probably India’s best low cost airline""",IndiGo are a low cost airline and as such are prone to delays. This flight left 40 mins late. Being only an ATR we couldn’t climb above the clouds making it a fairly uncomfortable flight. It’s a pay service although they do give you a free small bottle of water which strangely was handed out as we got off. Seats don’t recline. IndiGo style themselves as a funky airline and so their crew were badges with phrases such as leading lady or Miss IndiGo. I would use them again as I think they are probably India’s best low cost airline.,Solo Leisure,Economy Class,Jaipur,Ahmedabad,,April 2023,2.0,2.0,,2.0,3,yes,,,ATR72
